cliente_id,nombre,apellido,email,genero,fecha_registro,region,pais,edad,ingreso_mensual,activo
161,Carolina,Contreras,carolina.contreras161@mail.cl,M,2026-02-05,RM,Chile,48.0,2024357.0,True
162,Daniela,Muñoz,daniela.muñoz162@mail.cl,Femenino,2025-11-05,RM,Chile,62.0,1429168.0,False
163,Diego,Araya,diego.araya163@mail.cl,F,2025-03-05,RM,Chile,60.0,1740768.0,True
164,Diego,Díaz,diego.díaz164@mail.cl,Masculino,2025-05-29,Biobío,Chile,28.0,1376031.0,False
165,Juan,Morales,juan.morales165@mail.cl,Masculino,2025-11-06,Coquimbo,Chile,64.0,1815573.0,False
166,Diego,Silva,diego.silva166@mail.cl,M,2025-08-27,RM,Chile,52.0,1449491.0,True
167,Juan,Espinoza,juan.espinoza167@mail.cl,Masculino,2025-07-20,Biobío,Chile,26.0,2350056.0,False
168,Juan,González,juan.gonzález168@mail.cl,M,2025-04-14,Coquimbo,Chile,56.0,1572930.0,True
169,María,Pérez,maría.pérez169@mail.cl,Femenino,2025-04-12,Coquimbo,Chile,36.0,1116036.0,False
170,Andrés,Morales,andrés.morales170@mail.cl,M,2025-11-26,Valparaíso,Chile,66.0,819278.0,False
171,Constanza,Silva,constanza.silva171@mail.cl,Masculino,2025-05-29,Biobío,Chile,54.0,2140821.0,False
172,Valentina,Silva,valentina.silva172@mail.cl,M,2026-01-12,RM,Chile,43.0,1901320.0,True
173,Francisca,Valenzuela,francisca.valenzuela173@mail.cl,Femenino,2025-07-18,Araucanía,Chile,43.0,,False
174,Francisca,Contreras,francisca.contreras174@mail.cl,F,2025-01-07,RM,Chile,65.0,704615.0,False
175,Andrés,Contreras,andrés.contreras175@mail.cl,M,2025-04-13,RM,Chile,48.0,2387383.0,True
176,Carolina,Araya,carolina.araya176@mail.cl,M,2025-10-20,Coquimbo,Chile,43.0,1176022.0,True
177,Carolina,Contreras,carolina.contreras177@mail.cl,Masculino,2026-01-04,Biobío,Chile,42.0,769708.0,False
178,Juan,Flores,juan.flores178@mail.cl,F,2026-01-02,RM,Chile,59.0,959297.0,False
179,Andrés,Contreras,andrés.contreras179@mail.cl,M,2025-04-06,Biobío,Chile,56.0,1393741.0,False
180,Rodrigo,Espinoza,rodrigo.espinoza180@mail.cl,M,2025-09-02,Coquimbo,Chile,33.0,1109719.0,False
181,Sebastián,López,sebastián.lópez181@mail.cl,F,2025-12-25,Coquimbo,Chile,18.0,532733.0,True
182,Pedro,Flores,pedro.flores182@mail.cl,F,2025-11-20,Valparaíso,Chile,54.0,933816.0,False
183,Juan,Pérez,juan.pérez183@mail.cl,F,2025-11-01,RM,Chile,21.0,2050522.0,False
184,Diego,Flores,diego.flores184@mail.cl,M,2025-07-17,Araucanía,Chile,63.0,1412727.0,True
185,Constanza,Flores,constanza.flores185@mail.cl,F,2025-02-21,RM,Chile,25.0,1998771.0,True
186,Valentina,Pérez,valentina.pérez186@mail.cl,Masculino,2025-11-26,RM,Chile,43.0,976072.0,True
187,Francisca,Rojas,francisca.rojas187@mail.cl,Femenino,2025-09-18,Valparaíso,Chile,40.0,1333032.0,True
188,Camila,López,camila.lópez188@mail.cl,M,2025-06-27,Coquimbo,Chile,34.0,874999.0,True
189,Pedro,Soto,pedro.soto189@mail.cl,M,2025-03-30,Coquimbo,Chile,31.0,1631876.0,False
190,Andrés,Martínez,andrés.martínez190@mail.cl,Femenino,2025-01-29,Antofagasta,Chile,42.0,1113089.0,False
191,Francisca,Martínez,francisca.martínez191@mail.cl,Masculino,2025-09-18,Valparaíso,Chile,51.0,1574135.0,False
192,Valentina,Silva,valentina.silva192@mail.cl,Masculino,2025-03-31,Coquimbo,Chile,,2461275.0,False
193,Rodrigo,Araya,rodrigo.araya193@mail.cl,M,2026-01-18,Coquimbo,Chile,49.0,2450013.0,True
194,Pedro,López,pedro.lópez194@mail.cl,Masculino,2025-12-20,Coquimbo,Chile,30.0,2332684.0,True
195,Valentina,Silva,valentina.silva195@mail.cl,Masculino,2026-01-28,Antofagasta,Chile,65.0,2025416.0,True
196,Andrés,Flores,andrés.flores196@mail.cl,M,2026-01-04,Valparaíso,Chile,55.0,1602523.0,True
197,Diego,Morales,diego.morales197@mail.cl,M,2026-01-19,Antofagasta,Chile,59.0,2440873.0,False
198,Andrés,Pérez,andrés.pérez198@mail.cl,F,2026-01-18,Biobío,Chile,31.0,1737580.0,True
199,Carolina,Contreras,carolina.contreras199@mail.cl,F,2025-02-15,RM,Chile,58.0,1020551.0,True
200,María,Araya,maría.araya200@mail.cl,Femenino,2025-06-12,,Chile,36.0,,True
201,Francisca,Martínez,francisca.martínez201@mail.cl,Femenino,2026-01-28,Valparaíso,Chile,47.0,1706308.0,True
202,Valentina,Díaz,valentina.díaz202@mail.cl,Femenino,2025-08-30,Araucanía,Chile,34.0,2458805.0,True
203,Francisca,Soto,francisca.soto203@mail.cl,M,2025-04-30,RM,Chile,67.0,,False
204,Rodrigo,Araya,rodrigo.araya204@mail.cl,Femenino,2025-01-07,RM,Chile,50.0,2080677.0,True
205,Pedro,Morales,pedro.morales205@mail.cl,F,2026-02-18,RM,Chile,46.0,2458403.0,True
206,Pedro,Flores,pedro.flores206@mail.cl,M,2025-10-12,Valparaíso,Chile,69.0,944191.0,False
207,Constanza,Díaz,constanza.díaz207@mail.cl,F,2025-07-14,Araucanía,Chile,61.0,724695.0,False
208,Rodrigo,Pérez,rodrigo.pérez208@mail.cl,Masculino,2025-03-25,RM,Chile,22.0,890530.0,True
209,Juan,López,juan.lópez209@mail.cl,Femenino,2025-06-11,RM,Chile,66.0,1786936.0,False
210,Carolina,Muñoz,carolina.muñoz210@mail.cl,Masculino,2025-01-27,Araucanía,Chile,63.0,877816.0,True
211,Rodrigo,Pérez,rodrigo.pérez211@mail.cl,Femenino,2025-06-23,Coquimbo,Chile,24.0,1546914.0,True
212,Carolina,Pérez,carolina.pérez212@mail.cl,Femenino,2026-01-03,RM,Chile,32.0,830904.0,False
213,Constanza,Contreras,constanza.contreras213@mail.cl,M,2025-12-06,Coquimbo,Chile,55.0,2400463.0,True
214,Carolina,Valenzuela,carolina.valenzuela214@mail.cl,F,2025-04-27,Coquimbo,Chile,25.0,,False
215,Rodrigo,González,rodrigo.gonzález215@mail.cl,Femenino,2025-11-16,RM,Chile,64.0,2265982.0,False
216,Andrés,Flores,andrés.flores216@mail.cl,M,2026-01-06,Antofagasta,Chile,28.0,664053.0,True
217,Daniela,Martínez,daniela.martínez217@mail.cl,M,2025-02-15,RM,Chile,33.0,2315861.0,False
218,Carolina,Díaz,carolina.díaz218@mail.cl,M,2025-08-30,RM,Chile,19.0,768512.0,True
219,Sebastián,Flores,sebastián.flores219@mail.cl,F,2025-04-26,RM,Chile,56.0,2181601.0,False
220,Felipe,López,felipe.lópez220@mail.cl,F,2025-05-23,RM,Chile,61.0,824912.0,False
221,Andrés,Flores,andrés.flores221@mail.cl,Masculino,2026-01-09,Araucanía,Chile,56.0,1149438.0,False
222,Sebastián,Muñoz,sebastián.muñoz222@mail.cl,Femenino,2026-01-18,Valparaíso,Chile,37.0,906845.0,True
223,Andrés,Valenzuela,andrés.valenzuela223@mail.cl,Masculino,2025-07-27,Coquimbo,Chile,39.0,1229497.0,True
224,Pedro,Valenzuela,pedro.valenzuela224@mail.cl,M,2025-01-14,RM,Chile,29.0,641398.0,False
225,Rodrigo,Martínez,rodrigo.martínez225@mail.cl,M,2025-05-27,Araucanía,Chile,53.0,1094604.0,False
226,Rodrigo,Contreras,rodrigo.contreras226@mail.cl,M,2025-11-03,RM,Chile,23.0,2440369.0,True
227,Valentina,Pérez,valentina.pérez227@mail.cl,Femenino,2025-02-28,Valparaíso,Chile,27.0,2343954.0,True
228,Rodrigo,Flores,rodrigo.flores228@mail.cl,F,2025-12-19,Biobío,Chile,66.0,965757.0,True
229,Francisca,Flores,francisca.flores229@mail.cl,Femenino,2025-01-04,Valparaíso,Chile,37.0,2434267.0,False
230,María,González,maría.gonzález230@mail.cl,Masculino,2025-09-07,Valparaíso,Chile,53.0,2116449.0,True
231,María,Díaz,maría.díaz231@mail.cl,F,2025-08-31,Coquimbo,Chile,29.0,749474.0,True
232,María,Silva,maría.silva232@mail.cl,M,2025-12-21,Biobío,Chile,,1965071.0,False
233,Felipe,López,felipe.lópez233@mail.cl,Femenino,2025-01-02,RM,Chile,22.0,1724613.0,True
234,Sebastián,Espinoza,sebastián.espinoza234@mail.cl,F,2026-01-15,Coquimbo,Chile,56.0,1988856.0,False
235,María,Contreras,maría.contreras235@mail.cl,F,2025-12-11,Araucanía,Chile,19.0,826818.0,True
236,Diego,Valenzuela,diego.valenzuela236@mail.cl,M,2025-06-13,Araucanía,Chile,64.0,1784382.0,True
237,Francisca,Rojas,francisca.rojas237@mail.cl,F,2025-04-03,RM,Chile,47.0,1568392.0,True
238,Diego,Díaz,diego.díaz238@mail.cl,Femenino,2025-01-01,RM,Chile,37.0,2442811.0,True
239,Andrés,Pérez,andrés.pérez239@mail.cl,Masculino,2025-06-14,Biobío,Chile,61.0,841815.0,False
240,Valentina,Araya,valentina.araya240@mail.cl,Masculino,2025-11-30,RM,Chile,54.0,853299.0,False
241,Rodrigo,González,rodrigo.gonzález241@mail.cl,Masculino,2025-09-02,RM,Chile,50.0,2213136.0,True
242,Constanza,Araya,constanza.araya242@mail.cl,F,2025-08-30,Araucanía,Chile,,1745309.0,False
243,Sebastián,Muñoz,sebastián.muñoz243@mail.cl,M,2026-01-24,Coquimbo,Chile,67.0,2081974.0,False
244,Valentina,Díaz,valentina.díaz244@mail.cl,Masculino,2025-10-28,RM,Chile,67.0,1330185.0,False
